[5, 'preprocessed/PRINCETON/train/plant/m974.ply', 'plant', 1772, 1209, 'triangles', 1.0, 0.3374956078391377, 0.19250901697385425, 1.0728294398118223, 3, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[131, 'preprocessed/PRINCETON/train/furniture/m771.ply', 'furniture', 5000, 2534, 'triangles', 1.0, 0.9085253249550862, 0.42308171349036783, 1.4157741353671816, 120, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[132, 'preprocessed/PRINCETON/train/furniture/m876.ply', 'furniture', 4999, 2542, 'triangles', 0.9999999999999999, 0.9997962770259025, 0.4928842592221376, 1.4975070913167023, 121, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[133, 'preprocessed/PRINCETON/train/furniture/m837.ply', 'furniture', 5000, 2787, 'triangles', 1.0, 0.5107162825196456, 0.43423629310048073, 1.203907089220897, 122, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[134, 'preprocessed/PRINCETON/train/furniture/m849.ply', 'furniture', 5000, 2543, 'triangles', 1.0, 0.676917680429046, 0.19002000977324715, 1.2224259283047234, 123, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[135, 'preprocessed/PRINCETON/train/furniture/m834.ply', 'furniture', 5000, 2552, 'triangles', 0.9999999999999999, 0.5677098365252347, 0.5406487801226847, 1.270667368722301, 124, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[136, 'preprocessed/PRINCETON/train/furniture/m874.ply', 'furniture', 4960, 2676, 'triangles', 0.9999999999999999, 0.42893543717109417, 0.34827502023298706, 1.1424889929357942, 125, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[137, 'preprocessed/PRINCETON/train/furniture/m787.ply', 'furniture', 4999, 2534, 'triangles', 1.0, 0.47864081884560705, 0.47832054190338313, 1.2074301529579006, 126, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[139, 'preprocessed/PRINCETON/train/furniture/m847.ply', 'furniture', 5000, 2598, 'triangles', 1.0000000000000002, 0.6993610714608868, 0.2427280011079892, 1.2441956400810927, 127, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[140, 'preprocessed/PRINCETON/train/furniture/m770.ply', 'furniture', 5000, 2876, 'triangles', 0.9999999999999999, 0.7948463860118585, 0.3750793060764054, 1.3313396498275223, 128, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[141, 'preprocessed/PRINCETON/train/furniture/m815.ply', 'furniture', 4768, 2546, 'triangles', 0.9999999999999999, 0.42191131198726306, 0.6218792977595632, 1.2508968847050268, 129, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[143, 'preprocessed/PRINCETON/train/furniture/m912.ply', 'furniture', 5000, 2506, 'triangles', 1.0, 0.5044555257812736, 0.5116170166133777, 1.2313518380948778, 130, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[144, 'preprocessed/PRINCETON/train/furniture/m906.ply', 'furniture', 4544, 2294, 'triangles', 0.9999999999999999, 0.7599001816591646, 0.321271993821612, 1.2964042502629127, 131, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[145, 'preprocessed/PRINCETON/train/furniture/m785.ply', 'furniture', 5000, 2566, 'triangles', 1.0, 0.5725029059314021, 0.5725041076592843, 1.2866703270794166, 132, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[146, 'preprocessed/PRINCETON/train/furniture/m790.ply', 'furniture', 5000, 2565, 'triangles', 0.9999999999999999, 0.7211846752813, 0.6411382609000196, 1.3896638462054396, 133, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[147, 'preprocessed/PRINCETON/train/furniture/m865.ply', 'furniture', 2530, 1435, 'triangles', 1.0, 0.7403311084976599, 0.24600823724247262, 1.268309979066838, 134, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[148, 'preprocessed/PRINCETON/train/furniture/m931.ply', 'furniture', 5000, 2510, 'triangles', 1.0, 0.8236348053759085, 0.7958433074067588, 1.520441009237366, 135, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[149, 'preprocessed/PRINCETON/train/furniture/m835.ply', 'furniture', 4999, 2675, 'triangles', 1.0, 0.5730591644608329, 0.43580015440730624, 1.2322007062788025, 136, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[150, 'preprocessed/PRINCETON/train/furniture/m902.ply', 'furniture', 4480, 2252, 'triangles', 0.9999999999999999, 0.610133105594784, 0.43400304707315995, 1.2492481944799934, 137, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[151, 'preprocessed/PRINCETON/train/furniture/m853.ply', 'furniture', 4999, 2665, 'triangles', 1.0000000000000002, 0.8118655591327458, 0.20872265808959115, 1.3048719608091481, 138, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[152, 'preprocessed/PRINCETON/train/furniture/m789.ply', 'furniture', 5000, 2542, 'triangles', 0.9999999999999999, 0.4894475049346524, 0.49183224592695424, 1.217151518185106, 139, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[153, 'preprocessed/PRINCETON/train/furniture/m923.ply', 'furniture', 4738, 2387, 'triangles', 1.0, 0.9999674219421614, 0.5284025937775918, 1.509683458893466, 140, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[154, 'preprocessed/PRINCETON/train/furniture/m945.ply', 'furniture', 4999, 2679, 'triangles', 1.0, 0.6847397162515143, 0.7042481055830874, 1.4017253201785191, 141, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[156, 'preprocessed/PRINCETON/train/furniture/m908.ply', 'furniture', 2288, 1258, 'triangles', 1.0000000000000002, 0.5000098429126636, 0.3746816998225292, 1.1791506346482823, 142, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[157, 'preprocessed/PRINCETON/train/furniture/m842.ply', 'furniture', 4990, 2802, 'triangles', 1.0, 0.36731288604616363, 0.3382769479401707, 1.1177432843740458, 143, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[158, 'preprocessed/PRINCETON/train/furniture/m886.ply', 'furniture', 5000, 2308, 'triangles', 1.0, 0.7343098604011087, 0.4848398034368683, 1.3320212483586726, 144, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[159, 'preprocessed/PRINCETON/train/furniture/m767.ply', 'furniture', 5000, 2601, 'triangles', 0.9999999999999998, 0.6656624716286192, 0.5392206058537077, 1.31676322393662, 145, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[160, 'preprocessed/PRINCETON/train/furniture/m918.ply', 'furniture', 4296, 2169, 'triangles', 0.9999999999999999, 0.4864592398533095, 0.3683309925680165, 1.1714564917762844, 146, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[138, 'preprocessed/PRINCETON/train/furniture/m861.ply', 'furniture', 4999, 2542, 'triangles', 1.0, 0.9587292200570634, 0.15667653212821814, 1.3941697361192968, 1241, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[110, 'preprocessed/PRINCETON/train/furniture/m836.ply', 'furniture', 4999, 2598, 'triangles', 1.0, 0.6547275850742136, 0.48496331560741524, 1.2899060539985263, 101, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[163, 'preprocessed/PRINCETON/train/furniture/m927.ply', 'furniture', 5000, 2518, 'triangles', 0.9994614567468059, 1.0, 0.3475509010581526, 1.45592404758929, 148, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[164, 'preprocessed/PRINCETON/train/furniture/m910.ply', 'furniture', 2620, 1521, 'triangles', 0.9964091833944648, 1.0, 0.4868009869019822, 1.4932536494519504, 149, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[165, 'preprocessed/PRINCETON/train/furniture/m872.ply', 'furniture', 4994, 2526, 'triangles', 1.0, 0.6385390447126938, 0.38887240512229404, 1.2485807379133307, 150, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[167, 'preprocessed/PRINCETON/train/furniture/m823.ply', 'furniture', 5000, 2534, 'triangles', 1.0, 0.46963152498979127, 0.6821158651645463, 1.2983974055632639, 151, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[168, 'preprocessed/PRINCETON/train/furniture/m884.ply', 'furniture', 5000, 2508, 'triangles', 1.0, 0.7247120994979305, 0.7485116052575935, 1.4441181566492396, 152, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[169, 'preprocessed/PRINCETON/train/furniture/m821.ply', 'furniture', 4848, 2494, 'triangles', 1.0, 0.5735065753147023, 0.4804272173979638, 1.2488875462370295, 153, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[170, 'preprocessed/PRINCETON/train/furniture/m833.ply', 'furniture', 4999, 2660, 'triangles', 0.9999999999999999, 0.585207889175888, 0.40229110851076744, 1.2265016956941073, 154, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[172, 'preprocessed/PRINCETON/train/furniture/m819.ply', 'furniture', 5000, 2728, 'triangles', 1.0, 0.44902224649840644, 0.5336592949456335, 1.219185474377195, 155, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[173, 'preprocessed/PRINCETON/train/furniture/m882.ply', 'furniture', 5000, 2562, 'triangles', 0.9999999999999999, 0.8309340996562776, 0.5307201904553972, 1.4043202620942994, 156, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[174, 'preprocessed/PRINCETON/train/furniture/m807.ply', 'furniture', 5000, 2509, 'triangles', 1.0, 0.3767548802828166, 0.5091955251237459, 1.1837332142940684, 157, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[175, 'preprocessed/PRINCETON/train/household/m675.ply', 'household', 4732, 2522, 'triangles', 1.0000000000000002, 0.23610973938595564, 0.09265316398203663, 1.0316648767059904, 158, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[176, 'preprocessed/PRINCETON/train/household/m756.ply', 'household', 5000, 2510, 'triangles', 1.0, 0.4263933236389563, 0.3010447404586097, 1.1280244687956318, 159, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[177, 'preprocessed/PRINCETON/train/household/m601.ply', 'household', 5000, 2694, 'triangles', 1.0, 0.9976679813743996, 0.9414078779810879, 1.697524725529653, 160, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[178, 'preprocessed/PRINCETON/train/household/m694.ply', 'household', 4997, 2655, 'triangles', 0.3166955039801123, 1.0, 0.09570761993345511, 1.0533071682821418, 161, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[179, 'preprocessed/PRINCETON/train/household/m509.ply', 'household', 4994, 2501, 'triangles', 1.0, 0.9225845701138209, 0.6597976626028832, 1.5121161478498706, 162, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[181, 'preprocessed/PRINCETON/train/household/m1108.ply', 'household', 5000, 2832, 'triangles', 1.0, 0.29125335320086443, 0.09933998941084192, 1.0462776635515516, 163, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[182, 'preprocessed/PRINCETON/train/household/m1746.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.4509707723342955, 0.3738757833120502, 1.1589468231316697, 164, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[183, 'preprocessed/PRINCETON/train/household/m1613.ply', 'household', 5000, 2502, 'triangles', 1.0000000000000002, 0.42914260039740104, 0.4291467988766139, 1.1697565329853425, 165, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[184, 'preprocessed/PRINCETON/train/household/m725.ply', 'household', 4914, 2461, 'triangles', 0.9999999999999999, 0.3441097014526341, 0.06584197964851547, 1.0595974013359302, 166, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[185, 'preprocessed/PRINCETON/train/household/m1729.ply', 'household', 5000, 2554, 'triangles', 1.0, 0.7116632647434039, 0.1941886912917999, 1.2426479188454236, 167, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[186, 'preprocessed/PRINCETON/train/household/m1698.ply', 'household', 5000, 2567, 'triangles', 0.9999999999999999, 0.8184066327104889, 0.8034202472806385, 1.5216022838458816, 168, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[187, 'preprocessed/PRINCETON/train/household/m726.ply', 'household', 5000, 2514, 'triangles', 1.0000000000000002, 0.2973377745549088, 0.04260191951036772, 1.0441382455035513, 169, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[188, 'preprocessed/PRINCETON/train/household/m696.ply', 'household', 5000, 2484, 'triangles', 0.9999999999999999, 0.2869283774669607, 0.12021891434037353, 1.0472728780795388, 170, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[189, 'preprocessed/PRINCETON/train/household/m610.ply', 'household', 5000, 2511, 'triangles', 0.9999999999999999, 0.8150883413754768, 0.5539096328757745, 1.403988919343312, 171, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[190, 'preprocessed/PRINCETON/train/household/m760.ply', 'household', 5000, 2573, 'triangles', 0.9999999999999999, 0.7942064302637394, 0.7911722306499219, 1.5022374487489802, 172, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[191, 'preprocessed/PRINCETON/train/household/m571.ply', 'household', 5000, 2555, 'triangles', 0.9527685989256071, 1.0, 0.7877555545761984, 1.59007132445822, 173, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[192, 'preprocessed/PRINCETON/train/household/m587.ply', 'household', 4960, 2506, 'triangles', 0.9999999999999998, 0.6401568940557432, 0.6604832618483889, 1.3586901737294572, 174, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[193, 'preprocessed/PRINCETON/train/household/m1606.ply', 'household', 4999, 2517, 'triangles', 1.0, 0.6814534344713733, 0.6070350949353275, 1.353835436763262, 175, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[195, 'preprocessed/PRINCETON/train/household/m1633.ply', 'household', 4999, 2579, 'triangles', 0.9999999999999999, 0.9588420711957358, 0.5408384361487495, 1.4872405089664393, 176, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[196, 'preprocessed/PRINCETON/train/household/m1605.ply', 'household', 4999, 2528, 'triangles', 0.9999999999999999, 0.6549828368586413, 0.6479173929729788, 1.3597056536972607, 177, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[197, 'preprocessed/PRINCETON/train/household/m649.ply', 'household', 5000, 2836, 'triangles', 0.9999999999999999, 0.6158756628006423, 0.10743586522918526, 1.1793410436204084, 178, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[198, 'preprocessed/PRINCETON/train/household/m565.ply', 'household', 3786, 1957, 'triangles', 0.9995825575131536, 1.0, 0.4188955773001839, 1.4746656549761343, 179, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[199, 'preprocessed/PRINCETON/train/household/m1743.ply', 'household', 4999, 2537, 'triangles', 1.0, 0.41097159865536026, 0.44611263120308575, 1.1695786141257385, 180, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[200, 'preprocessed/PRINCETON/train/household/m505.ply', 'household', 5000, 2507, 'triangles', 1.0000000000000002, 0.8840254849227969, 0.5632301904898135, 1.4486991770109412, 181, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[201, 'preprocessed/PRINCETON/train/household/m1760.ply', 'household', 5000, 2506, 'triangles', 1.0, 0.3223541509622022, 0.2703771954885289, 1.0849036945659298, 182, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[202, 'preprocessed/PRINCETON/train/household/m1600.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.42968040060178175, 0.4268251742234117, 1.1691043477860108, 183, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[203, 'preprocessed/PRINCETON/train/household/m1731.ply', 'household', 5000, 2434, 'triangles', 1.0, 0.9778366629294095, 0.1626380627295326, 1.408053862186152, 184, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[204, 'preprocessed/PRINCETON/train/household/m673.ply', 'household', 4987, 2419, 'triangles', 0.9999999999999999, 0.5181094117171541, 0.14963950646908838, 1.1361467090152608, 185, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[205, 'preprocessed/PRINCETON/train/household/m653.ply', 'household', 5000, 2512, 'triangles', 1.0, 0.37546290549092304, 0.13985671283394047, 1.077280044150267, 186, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[206, 'preprocessed/PRINCETON/train/household/m490.ply', 'household', 4905, 2517, 'triangles', 0.9999999999999999, 0.3613945398697484, 0.3903907434526592, 1.13270073100585, 187, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[208, 'preprocessed/PRINCETON/train/household/m561.ply', 'household', 5000, 2522, 'triangles', 1.0, 0.7356684565845744, 0.5204662720589213, 1.3461401183994335, 188, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[209, 'preprocessed/PRINCETON/train/household/m1699.ply', 'household', 5000, 2761, 'triangles', 1.0000000000000002, 0.595561656426853, 0.5300752283807183, 1.2789344918129184, 189, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[210, 'preprocessed/PRINCETON/train/household/m615.ply', 'household', 5000, 2497, 'triangles', 1.0, 0.4916133313466249, 0.1977616241113328, 1.1317214001373652, 190, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[211, 'preprocessed/PRINCETON/train/household/m602.ply', 'household', 5000, 2508, 'triangles', 1.0, 0.8124146221708778, 0.4380935750987587, 1.360861307723848, 191, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[212, 'preprocessed/PRINCETON/train/household/m606.ply', 'household', 5000, 2549, 'triangles', 0.9999999999999999, 0.5395300942903483, 0.421550176179119, 1.2119394678289828, 192, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[171, 'preprocessed/PRINCETON/train/furniture/m944.ply', 'furniture', 5000, 2646, 'triangles', 0.9999999999999999, 0.49101531274769855, 0.47163429801305484, 1.2097664850767635, 1242, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[162, 'preprocessed/PRINCETON/train/furniture/m914.ply', 'furniture', 4943, 2588, 'triangles', 0.9999999999999998, 0.40017329848637984, 0.27744301133532023, 1.1122559477747374, 147, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[215, 'preprocessed/PRINCETON/train/household/m1741.ply', 'household', 5000, 2524, 'triangles', 0.9999999999999998, 0.5160137616304418, 0.3836529323580451, 1.1888901440835165, 194, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[216, 'preprocessed/PRINCETON/train/household/m536.ply', 'household', 5000, 2502, 'triangles', 1.0, 0.4992068241502365, 0.49920889986658373, 1.2240984351693984, 195, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[217, 'preprocessed/PRINCETON/train/household/m1723.ply', 'household', 5000, 2617, 'triangles', 0.9999999999999999, 0.897179292332862, 0.06062501601936958, 1.3448442568410082, 196, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[219, 'preprocessed/PRINCETON/train/household/m669.ply', 'household', 4006, 2189, 'triangles', 1.0, 0.12956573457576198, 0.07923235666603753, 1.0114667794440957, 197, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[220, 'preprocessed/PRINCETON/train/household/m1703.ply', 'household', 5000, 2532, 'triangles', 0.9999999999999999, 0.9990147802863698, 0.7185589200954949, 1.585672555378136, 198, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[221, 'preprocessed/PRINCETON/train/household/m1795.ply', 'household', 3698, 1869, 'triangles', 1.0, 0.6333914497351204, 0.750636234466335, 1.4016559795796386, 199, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[222, 'preprocessed/PRINCETON/train/household/m640.ply', 'household', 4999, 2537, 'triangles', 0.9999999999999999, 0.3810148236752976, 0.19005387193851686, 1.0868729319010295, 200, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[223, 'preprocessed/PRINCETON/train/household/m613.ply', 'household', 4000, 2116, 'triangles', 1.0, 0.46266591985521094, 0.22198585611440189, 1.1239828618401229, 201, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[224, 'preprocessed/PRINCETON/train/household/m751.ply', 'household', 5000, 2564, 'triangles', 0.9999999999999999, 0.33012701349339024, 0.296191203729128, 1.0939438167495508, 202, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[225, 'preprocessed/PRINCETON/train/household/m562.ply', 'household', 5000, 2534, 'triangles', 1.0, 0.8188854957428411, 0.705102470134841, 1.4723256937676028, 203, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[226, 'preprocessed/PRINCETON/train/household/m524.ply', 'household', 4997, 2498, 'triangles', 0.9999999999999999, 0.6923584905817074, 0.7270340780446432, 1.417017582854498, 204, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[227, 'preprocessed/PRINCETON/train/household/m1604.ply', 'household', 4999, 2507, 'triangles', 1.0, 0.4070315828564604, 0.4072609232084274, 1.1539220809982, 205, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[228, 'preprocessed/PRINCETON/train/household/m1730.ply', 'household', 5000, 2554, 'triangles', 1.0, 0.7116632647434039, 0.1941886912917999, 1.2426479188454236, 206, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[229, 'preprocessed/PRINCETON/train/household/m672.ply', 'household', 5000, 2514, 'triangles', 1.0, 0.23854759589923108, 0.04638173895609428, 1.0291045725376475, 207, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[230, 'preprocessed/PRINCETON/train/household/m614.ply', 'household', 5000, 2494, 'triangles', 0.9999999999999999, 0.8106196945109747, 0.362868474352338, 1.3374519874776287, 208, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
